START_DATE,START_TIME,START_TIME_ET,SUBJECT,LOCATION,DESCRIPTION,END_DATE,END_DATE_ET,END_TIME,END_TIME_ET,REMINDER_OFF,REMINDER_ON,REMINDER_DATE,REMINDER_TIME,REMINDER_TIME_ET,SHOWTIMEAS_FREE,SHOWTIMEAS_BUSY
04/06/15,03:05 PM,03:05 PM,Red Sox at Phillies,Citizens Bank Park,,04/06/15,04/06/15,06:05 PM,06:05 PM,FALSE,TRUE,04/06/15,02:05 PM,02:05 PM,FREE,BUSY
04/08/15,07:05 PM,07:05 PM,Red Sox at Phillies,Citizens Bank Park,,04/08/15,04/08/15,10:05 PM,10:05 PM,FALSE,TRUE,04/08/15,06:05 PM,06:05 PM,FREE,BUSY
04/09/15,07:05 PM,07:05 PM,Red Sox at Phillies,Citizens Bank Park,,04/09/15,04/09/15,10:05 PM,10:05 PM,FALSE,TRUE,04/09/15,06:05 PM,06:05 PM,FREE,BUSY
04/10/15,07:05 PM,07:05 PM,Nationals at Phillies,Citizens Bank Park,,04/10/15,04/10/15,10:05 PM,10:05 PM,FALSE,TRUE,04/10/15,06:05 PM,06:05 PM,FREE,BUSY
04/11/15,07:05 PM,07:05 PM,Nationals at Phillies,Citizens Bank Park,,04/11/15,04/11/15,10:05 PM,10:05 PM,FALSE,TRUE,04/11/15,06:05 PM,06:05 PM,FREE,BUSY
04/12/15,01:35 PM,01:35 PM,Nationals at Phillies,Citizens Bank Park,,04/12/15,04/12/15,04:35 PM,04:35 PM,FALSE,TRUE,04/12/15,12:35 PM,12:35 PM,FREE,BUSY
04/13/15,01:10 PM,01:10 PM,Phillies at Mets,Citi Field,,04/13/15,04/13/15,04:10 PM,04:10 PM,FALSE,TRUE,04/13/15,12:10 PM,12:10 PM,FREE,BUSY
04/14/15,07:10 PM,07:10 PM,Phillies at Mets,Citi Field,,04/14/15,04/14/15,10:10 PM,10:10 PM,FALSE,TRUE,04/14/15,06:10 PM,06:10 PM,FREE,BUSY
04/15/15,07:10 PM,07:10 PM,Phillies at Mets,Citi Field,,04/15/15,04/15/15,10:10 PM,10:10 PM,FALSE,TRUE,04/15/15,06:10 PM,06:10 PM,FREE,BUSY
04/16/15,03:33 AM,03:33 AM,Phillies at Nationals,Nationals Park,,04/16/15,04/16/15,06:33 AM,06:33 AM,FALSE,TRUE,04/16/15,02:33 AM,02:33 AM,FREE,BUSY
04/17/15,03:33 AM,03:33 AM,Phillies at Nationals,Nationals Park,,04/17/15,04/17/15,06:33 AM,06:33 AM,FALSE,TRUE,04/17/15,02:33 AM,02:33 AM,FREE,BUSY
04/18/15,03:33 AM,03:33 AM,Phillies at Nationals,Nationals Park,,04/18/15,04/18/15,06:33 AM,06:33 AM,FALSE,TRUE,04/18/15,02:33 AM,02:33 AM,FREE,BUSY
04/19/15,03:33 AM,03:33 AM,Phillies at Nationals,Nationals Park,,04/19/15,04/19/15,06:33 AM,06:33 AM,FALSE,TRUE,04/19/15,02:33 AM,02:33 AM,FREE,BUSY
04/21/15,07:05 PM,07:05 PM,Marlins at Phillies,Citizens Bank Park,,04/21/15,04/21/15,10:05 PM,10:05 PM,FALSE,TRUE,04/21/15,06:05 PM,06:05 PM,FREE,BUSY
04/22/15,07:05 PM,07:05 PM,Marlins at Phillies,Citizens Bank Park,,04/22/15,04/22/15,10:05 PM,10:05 PM,FALSE,TRUE,04/22/15,06:05 PM,06:05 PM,FREE,BUSY
04/23/15,01:05 PM,01:05 PM,Marlins at Phillies,Citizens Bank Park,,04/23/15,04/23/15,04:05 PM,04:05 PM,FALSE,TRUE,04/23/15,12:05 PM,12:05 PM,FREE,BUSY
04/24/15,07:05 PM,07:05 PM,Braves at Phillies,Citizens Bank Park,,04/24/15,04/24/15,10:05 PM,10:05 PM,FALSE,TRUE,04/24/15,06:05 PM,06:05 PM,FREE,BUSY
04/25/15,07:05 PM,07:05 PM,Braves at Phillies,Citizens Bank Park,,04/25/15,04/25/15,10:05 PM,10:05 PM,FALSE,TRUE,04/25/15,06:05 PM,06:05 PM,FREE,BUSY
04/26/15,01:35 PM,01:35 PM,Braves at Phillies,Citizens Bank Park,,04/26/15,04/26/15,04:35 PM,04:35 PM,FALSE,TRUE,04/26/15,12:35 PM,12:35 PM,FREE,BUSY
04/27/15,08:15 PM,08:15 PM,Phillies at Cardinals,Busch Stadium,,04/27/15,04/27/15,11:15 PM,11:15 PM,FALSE,TRUE,04/27/15,07:15 PM,07:15 PM,FREE,BUSY
04/28/15,08:15 PM,08:15 PM,Phillies at Cardinals,Busch Stadium,,04/28/15,04/28/15,11:15 PM,11:15 PM,FALSE,TRUE,04/28/15,07:15 PM,07:15 PM,FREE,BUSY
